country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-22,-13,-10,19,-2,-24,-5
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-23,-10,-8,41,7,-9,-11
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-24,0,0,,9,-33,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-25,-1,-1,74,5,-33,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-26,3,2,,8,-32,-2
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-27,1,2,,9,-32,-2
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-28,-2,1,95,6,-33,-4
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-29,-17,-12,54,2,-23,-11
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-30,-10,-5,58,11,-11,-16
RU,Russia,,,Ufa Metropolitan Area,,,2020-08-31,9,10,,21,-32,-2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-01,11,10,,17,-34,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-02,-2,1,64,5,-32,-1
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-03,-3,0,61,3,-33,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-04,-6,-2,48,3,-33,-2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-05,-17,-12,39,-2,-24,-7
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-06,-14,-9,46,3,-15,-12
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-07,-4,0,81,7,-33,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-08,-5,-1,79,7,-33,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-09,-5,-2,,4,-31,-1
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-10,-6,-1,28,0,-33,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-11,-8,-5,24,-1,-33,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-12,-10,-8,40,2,-24,-5
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-13,-8,-6,53,10,-15,-10
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-14,-8,-5,14,2,-27,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-15,-5,-2,0,-1,-27,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-16,-6,-5,10,0,-27,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-17,-4,-2,20,0,-29,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-18,-3,-3,50,4,-28,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-19,-12,-12,-9,-2,-18,-3
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-20,-13,-13,-31,-10,-19,-2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-21,-7,-5,9,1,-27,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-22,-8,-6,13,4,-26,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-23,-6,-3,41,6,-25,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-24,-6,-4,53,8,-25,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-25,-7,-4,46,9,-25,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-26,-15,-11,49,10,-16,-6
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-27,-17,-11,44,11,-15,-10
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-28,-12,-7,58,10,-22,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-29,-9,-5,52,10,-23,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-09-30,-8,-2,77,12,-23,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-01,-8,0,72,11,-23,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-02,-9,-3,44,16,-24,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-03,-15,-9,42,15,-22,-5
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-04,-16,-9,16,16,-18,-7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-05,-12,-6,21,16,-24,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-06,-15,-7,-3,12,-24,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-07,-13,-6,16,11,-24,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-08,-12,-5,22,11,-24,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-09,-11,-3,23,14,-24,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-10,-16,-9,25,11,-20,-3
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-11,-18,-13,108,19,-15,-5
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-12,-18,-13,78,-4,-67,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-13,-16,-5,20,12,-24,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-14,-12,-2,46,12,-24,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-15,-12,-1,43,11,-24,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-16,-13,-3,21,10,-25,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-17,-18,-7,-30,2,-19,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-18,-18,-9,-2,8,-17,-1
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-19,-16,-6,13,8,-31,6
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-20,-17,-6,-8,4,-32,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-21,-16,-6,-5,1,-31,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-22,-18,-8,-15,0,-32,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-23,-16,-6,-12,2,-32,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-24,-23,-10,-39,-2,-20,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-25,-20,-6,0,10,-15,0
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-26,-20,-10,-19,0,-32,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-27,-18,-7,-16,0,-32,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-28,-17,-6,9,-1,-32,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-29,-17,-5,14,-2,-33,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-30,-18,-6,2,0,-32,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-10-31,-22,-10,-19,-4,-19,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-01,-25,-14,-25,-6,-17,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-02,-22,-10,0,-4,-33,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-03,-18,-5,-8,-2,-33,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-04,-17,-8,58,-16,-68,17
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-05,-21,-10,4,-7,-33,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-06,-23,-12,-21,-9,-33,10
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-07,-26,-14,-33,-11,-21,6
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-08,-29,-18,-42,-12,-17,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-09,-25,-13,-16,-8,-30,10
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-10,-22,-8,-27,-6,-30,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-11,-20,-7,-10,-5,-29,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-12,-18,-7,-17,-7,-30,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-13,-17,-6,-22,-4,-29,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-14,-17,-8,-33,-7,-21,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-15,-19,-11,-36,-5,-16,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-16,-21,-13,-23,-6,-29,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-17,-21,-12,-29,-7,-29,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-18,-21,-11,-19,-9,-28,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-19,-22,-13,-22,-10,-29,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-20,-22,-12,-28,-10,-28,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-21,-22,-13,-32,-10,-20,5
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-22,-25,-17,-35,-11,-16,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-23,-23,-14,-23,-8,-27,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-24,-23,-13,-29,-8,-27,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-25,-19,-11,-9,-5,-26,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-26,-20,-10,-14,-5,-27,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-27,-18,-9,-13,-3,-26,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-28,-20,-11,-22,-5,-18,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-29,-21,-11,-20,0,-12,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-11-30,-23,-13,-8,-3,-26,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-01,-23,-12,-22,-7,-25,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-02,-23,-14,-13,-9,-25,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-03,-24,-14,-21,-11,-26,8
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-04,-23,-13,-26,-10,-25,9
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-05,-23,-14,-29,-10,-15,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-06,-24,-16,-32,-9,-14,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-07,-25,-15,-15,-7,-21,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-08,-24,-13,-27,-8,-20,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-09,-23,-14,-13,-9,-20,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-10,-22,-13,-17,-6,-21,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-11,-20,-11,-21,-4,-20,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-12,-21,-10,-26,-5,-15,4
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-13,-23,-13,-22,-3,-14,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-14,-24,-15,-16,-3,-20,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-15,-21,-10,-19,-2,-20,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-16,-18,-10,4,-2,-19,6
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-17,-19,-10,-2,-3,-20,6
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-18,-17,-10,7,2,-20,6
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-19,-16,-10,-18,0,-11,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-20,-23,-15,-43,-7,-12,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-21,-21,-14,-24,-3,-19,7
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-22,-17,-9,-19,-1,-20,6
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-23,-14,-7,10,2,-19,5
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-24,-12,-5,6,2,-19,5
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-25,-11,-6,-6,3,-18,5
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-26,-9,-1,-19,9,20,1
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-27,-12,-2,-30,10,-5,2
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-28,-7,0,7,15,-20,5
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-29,2,12,-7,20,-21,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-30,10,30,5,19,-25,3
RU,Russia,,,Ufa Metropolitan Area,,,2020-12-31,-21,7,10,-17,-68,15
RU,Russia,,,Ufa Metropolitan Area,,,2021-01-01,-66,-61,77,-48,-87,21
RU,Russia,,,Ufa Metropolitan Area,,,2021-01-02,-46,-41,-2,-33,-56,5
RU,Russia,,,Ufa Metropolitan Area,,,2021-01-03,-32,-31,-10,-15,-24,0
RU,Russia,,,Ufa Metropolitan Area,,,2021-01-04,-26,-29,24,-25,-71,14
RU,Russia,,,Ufa Metropolitan Area,,,2021-01-05,-26,-27,8,-22,-69,14
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-15,10,11,-6,9,-4,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-16,3,8,-12,6,3,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-17,3,4,-1,3,-2,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-18,7,8,0,5,-2,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-19,5,9,6,4,-2,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-20,13,14,17,9,-2,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-21,9,10,14,8,-2,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-22,15,16,13,13,-3,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-23,4,6,-19,-4,0,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-24,-1,-2,-20,-21,-67,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-25,-1,4,1,6,7,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-26,-3,6,6,3,7,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-27,4,9,22,8,7,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-28,-3,1,-2,5,6,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-02-29,14,16,21,13,11,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-01,15,16,42,12,8,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-02,1,6,16,4,7,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-03,3,8,7,5,7,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-04,9,15,30,9,8,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-05,21,24,48,17,8,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-06,16,18,30,17,8,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-07,21,25,9,18,3,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-08,26,29,65,27,1,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-09,17,12,63,-5,-67,12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-10,10,14,56,15,7,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-11,1,7,19,7,7,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-12,6,13,26,10,6,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-13,6,11,21,7,7,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-14,10,15,4,11,11,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-15,-3,10,-24,-3,4,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-16,5,17,16,8,5,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-17,7,22,19,7,-5,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-18,2,17,24,4,-8,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-19,1,10,34,2,-10,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-20,-6,5,10,-1,-11,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-21,-15,-2,-22,-5,-11,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-22,-25,-6,-38,-16,-2,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-23,-13,-3,-9,-12,-14,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-24,-10,0,0,-8,-14,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-25,-8,7,15,-6,-14,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-26,-6,8,27,-4,-15,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-27,-7,10,8,-1,-16,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-28,-40,-11,-12,-12,-22,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-29,-51,-18,-21,-20,-13,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-30,-48,-23,-23,-34,-52,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-03-31,-52,-27,-48,-44,-57,19
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-01,-64,-37,-54,-53,-64,24
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-02,-62,-36,-52,-54,-65,24
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-03,-61,-35,-50,-52,-63,24
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-04,-64,-38,-54,-47,-49,11
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-05,-66,-38,-58,-48,-35,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-06,-54,-29,-41,-45,-51,19
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-07,-50,-25,-35,-41,-50,18
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-08,-52,-27,-35,-43,-49,18
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-09,-47,-23,-18,-37,-48,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-10,-49,-24,-38,-40,-47,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-11,-53,-27,-45,-37,-38,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-12,-57,-26,-46,-39,-27,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-13,-44,-22,-23,-34,-43,15
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-14,-43,-21,-27,-34,-44,15
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-15,-45,-20,-42,-39,-44,17
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-16,-44,-19,-36,-38,-45,17
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-17,-43,-15,-35,-35,-45,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-18,-49,-18,-40,-33,-38,9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-19,-66,-41,-47,-45,-37,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-20,-50,-34,-43,-41,-44,15
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-21,-46,-26,-40,-39,-43,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-22,-46,-25,-36,-40,-43,16
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-23,-42,-20,-19,-35,-43,15
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-24,-43,-19,-20,-34,-42,14
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-25,-47,-21,-27,-28,-33,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-26,-49,-20,-23,-29,-24,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-27,-43,-24,-32,-36,-41,14
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-28,-38,-16,-17,-28,-40,13
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-29,-36,-13,-7,-27,-39,12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-04-30,-26,-3,11,-17,-39,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-01,-48,-24,-27,-40,-73,13
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-02,-52,-29,-22,-33,-42,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-03,-52,-26,-36,-32,-17,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-04,-40,-18,-7,-36,-67,13
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-05,-41,-19,-18,-37,-66,14
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-06,-37,-15,-12,-29,-41,12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-07,-32,-11,3,-25,-42,11
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-08,-38,-13,-27,-30,-43,12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-09,-52,-25,-24,-34,-46,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-10,-57,-33,-59,-43,-21,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-11,-33,-9,15,-28,-67,12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-12,-33,-13,-6,-21,-32,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-13,-33,-10,-8,-24,-33,10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-14,-33,-13,-19,-25,-33,11
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-15,-31,-7,-11,-21,-32,9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-16,-36,-11,-7,-15,-25,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-17,-39,-9,-7,-17,-10,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-18,-31,-12,-15,-22,-31,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-19,-27,-6,-5,-18,-31,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-20,-30,-8,-13,-20,-32,10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-21,-24,-2,12,-14,-31,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-22,-30,-6,-5,-17,-30,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-23,-34,-8,-9,-14,-23,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-24,-37,-6,-1,-13,-8,-5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-25,-23,-3,27,-12,-30,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-26,-28,-9,-21,-21,-30,9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-27,-24,-1,21,-13,-28,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-28,-20,0,26,-10,-29,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-29,-24,-1,30,-10,-29,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-30,-35,-9,-8,-16,-22,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-05-31,-35,-4,-8,-12,-4,-4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-01,-24,-5,-1,-14,-28,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-02,-22,-3,-9,-14,-29,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-03,-25,-3,-10,-16,-29,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-04,-15,6,40,-5,-28,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-05,-24,0,4,-10,-29,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-06,-29,-1,22,-4,-19,-4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-07,-29,3,34,0,-2,-10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-08,-18,1,43,-6,-28,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-09,-19,1,30,-7,-28,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-10,-16,10,41,-3,-28,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-11,-10,17,54,1,-29,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-12,-31,-5,22,-23,-66,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-13,-38,-14,4,-17,-25,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-14,-33,-2,11,-7,0,-12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-15,-14,6,42,-4,-28,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-16,-13,8,45,-1,-27,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-17,-18,7,44,-3,-28,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-18,-16,6,51,-5,-28,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-19,-20,3,25,-5,-29,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-20,-31,-5,23,-7,-17,-7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-21,-33,-3,15,-7,1,-11
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-22,-15,3,37,-6,-29,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-23,-20,-3,-6,-9,-29,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-24,-15,8,71,-12,-58,10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-25,-13,7,44,-5,-29,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-26,-18,4,27,-6,-29,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-27,-31,-7,25,-7,-18,-7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-28,-32,-3,28,-5,2,-12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-29,-12,6,48,-3,-28,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-06-30,-9,11,60,0,-28,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-01,-9,11,54,-13,-60,9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-02,-10,8,63,-2,-29,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-03,-15,5,42,-4,-29,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-04,-29,-8,36,-8,-20,-8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-05,-30,-4,35,-5,-2,-14
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-06,-10,7,65,-3,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-07,-12,6,52,-5,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-08,-13,6,41,-7,-30,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-09,-5,9,54,-4,-30,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-10,-10,8,48,-3,-29,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-11,-20,-2,43,-4,-18,-9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-12,-22,2,47,-1,0,-15
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-13,-6,9,60,-2,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-14,-6,6,32,-4,-31,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-15,-6,9,30,-3,-30,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-16,-3,11,60,0,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-17,-8,7,53,-2,-29,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-18,-18,-2,40,-1,-18,-8
